,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
47670,24.38,54.04,1350,410,12963,19390,938.723,2.2,2.29,15.14,2.361,0.053,22676
46684,27.04,47.5,1358,408,12954,19388,938.712,2.39,2.48,16.45,2.566,0.058,21690
2625,16.119,47.62,82,400,13188,20094,939.647,0.94,0.97,6.45,1.005,0.023,2625
11329,9.991,52.34,1028,633,12802,19474,939.089,1.91,1.99,13.15,2.051,0.046,11329
40671,26.94,47.75,1197,430,12871,19426,938.803,2.16,2.24,14.86,2.317,0.052,15677
12648,20.469,52.66,1092,561,12830,19455,938.974,1.97,2.04,13.53,2.11,0.048,12648
38399,27.11,47.01,1187,530,12838,19442,938.869,1.5,1.56,10.34,1.612,0.036,13405
3588,4.303,57.32,339,400,13104,19880,939.681,1.25,1.3,8.6,1.341,0.03,3588
2766,14.455,52.46,117,400,13177,20055,939.616,1.05,1.09,7.24,1.129,0.025,2766
31328,19.7,52.02,184,400,13156,20082,939.66,0.95,0.99,6.55,1.021,0.023,6334
9413,-5.003,60.8,651,578,12849,19612,939.195,3.1,3.22,21.33,3.327,0.075,9413
47395,26.9,47.96,1364,404,12965,19387,938.739,1.91,1.98,13.14,2.049,0.046,22401
38522,27.14,46.96,1155,507,12848,19442,938.859,2.05,2.13,14.13,2.204,0.05,13528
30495,19.91,53.75,0,400,13277,20243,939.734,2.74,2.85,18.86,2.941,0.066,5501
30191,20.32,51.4,27,400,13248,20189,939.682,2.59,2.69,17.82,2.779,0.063,5197
45867,24.47,53.38,1335,417,12950,19390,938.705,2.08,2.16,14.29,2.229,0.05,20873
12932,20.85,47.59,1117,555,12823,19451,938.893,1.85,1.92,12.72,1.984,0.045,12932
34608,20.98,62.4,766,752,12767,19545,939.157,2.63,2.74,18.13,2.827,0.064,9614
59355,3.528,48.19,165,433,12773,20553,937.326,2.11,2.2,14.54,2.268,0.051,2469
41499,26.41,50.5,1126,400,12893,19442,938.744,1.7,1.77,11.73,1.83,0.041,16505
6636,-6.554,53.16,214,400,13144,20048,939.604,0.72,0.75,4.94,0.77,0.017,6636
54042,25.72,49.06,179,422,12774,20545,937.417,1.9,1.98,13.09,2.041,0.046,2900
48096,25.92,53.51,1270,400,12982,19404,938.737,1.91,1.98,13.14,2.049,0.046,23102
16933,14.034,48.25,1136,400,12895,19446,938.774,1.59,1.65,10.92,1.703,0.038,16933
17787,17.371,47.39,1101,400,12912,19460,938.715,2.07,2.15,14.28,2.226,0.05,17787
52839,25.86,47.66,128,418,12780,20588,937.408,1.91,1.99,13.16,2.052,0.046,1697
8848,-5.144,51.74,372,400,13057,19884,939.274,0.28,0.29,1.91,0.299,0.007,8848
44044,27.14,47.38,1241,403,12918,19420,938.718,1.64,1.7,11.27,1.758,0.04,19050
19764,18.497,47.71,1157,400,12931,19436,938.699,1.4,1.46,9.66,1.506,0.034,19764
55613,51.61,22.68,19731,620,12701,18941,936.897,0.55,0.57,3.76,0.586,0.013,4471
9615,-4.561,62.47,711,744,12758,19548,939.15,2.66,2.76,18.3,2.854,0.064,9615
51290,29.16,41.17,25,400,12861,20766,937.584,2.14,2.22,14.72,2.296,0.052,148
22401,-17.933,47.96,1364,404,12965,19387,938.739,1.91,1.98,13.14,2.049,0.046,22401
22774,-20.976,50.02,1425,426,12958,19374,938.722,1.75,1.81,12.02,1.874,0.042,22774
31502,21.59,49.02,190,400,13159,20072,939.592,0.72,0.74,4.93,0.769,0.017,6508
716,26.513,50.65,45,400,12892,19836,939.795,0.27,0.28,1.87,0.292,0.007,716
23312,-21.693,48.36,1436,440,12960,19368,938.702,1.82,1.89,12.52,1.953,0.044,23312
47577,26.92,47.87,1316,400,12972,19410,938.738,1.93,2.0,13.26,2.067,0.047,22583
16348,12.535,47.23,1118,400,12890,19441,938.754,1.83,1.9,12.61,1.967,0.044,16348
27923,18.6,51.19,151,400,13154,20027,939.621,0.87,0.9,5.97,0.931,0.021,2929
19035,20.791,48.15,1207,400,12921,19425,938.723,1.7,1.76,11.68,1.821,0.041,19035
55995,44.29,29.77,56910,1073,12461,18407,936.854,64.81,67.34,446.07,69.559,1.571,4853
18221,19.133,52.36,1218,427,12901,19422,938.716,1.74,1.81,11.97,1.866,0.042,18221
41119,24.68,52.88,1205,409,12875,19436,938.774,1.75,1.82,12.07,1.883,0.043,16125
24444,-2.933,47.84,1341,404,12993,19400,938.787,1.82,1.89,12.51,1.951,0.044,24444
14323,16.12,52.29,1118,486,12860,19452,938.914,1.81,1.88,12.45,1.941,0.044,14323
45048,26.81,48.45,1253,412,12932,19416,938.75,1.5,1.56,10.31,1.608,0.036,20054
6460,-7.175,54.08,198,400,13150,20063,939.617,1.12,1.16,7.7,1.201,0.027,6460
1214,26.942,48.98,4,400,13077,19955,939.745,0.42,0.44,2.89,0.451,0.01,1214
9582,-4.651,55.52,679,659,12799,19577,939.141,2.1,2.18,14.46,2.255,0.051,9582
36330,24.25,53.24,1061,643,12799,19470,939.11,2.22,2.31,15.28,2.382,0.054,11336
43774,24.44,53.9,1187,400,12909,19424,938.715,1.86,1.93,12.79,1.995,0.045,18780
7571,-4.146,50.86,297,400,13106,19973,939.467,0.35,0.37,2.43,0.379,0.009,7571
20060,16.056,47.93,1230,400,12930,19419,938.743,1.51,1.56,10.37,1.617,0.037,20060
37961,26.54,49.2,1046,538,12840,19465,938.926,2.0,2.07,13.75,2.143,0.048,12967
52024,29.15,40.77,69,400,12789,20677,937.554,2.12,2.2,14.57,2.273,0.051,882
43488,26.84,48.23,1172,400,12913,19432,938.74,1.78,1.85,12.26,1.913,0.043,18494
13735,18.937,53.11,1187,525,12844,19426,938.887,1.8,1.87,12.41,1.935,0.044,13735
17876,17.751,53.7,1103,400,12910,19459,938.671,1.78,1.85,12.26,1.912,0.043,17876
5182,-8.908,48.65,23,400,13244,20189,939.703,2.53,2.63,17.4,2.713,0.061,5182
58174,-9.243,43.4,85,400,12799,20649,937.49,1.75,1.82,12.05,1.879,0.042,1288
600,25.968,51.57,24,400,12832,19803,939.836,0.19,0.2,1.32,0.206,0.005,600
46923,27.04,47.6,1321,405,12968,19394,938.725,1.96,2.03,13.47,2.1,0.047,21929
34810,24.22,52.2,701,908,12674,19559,939.169,2.49,2.59,17.15,2.674,0.06,9816
48353,26.84,48.19,1356,400,12972,19386,938.695,1.99,2.07,13.72,2.139,0.048,23359
35424,24.09,50.77,1011,703,12775,19480,939.106,2.3,2.39,15.81,2.466,0.056,10430
56970,24.29,43.94,11,406,12869,20782,937.618,2.15,2.24,14.81,2.31,0.052,84
377,24.391,54.0,22,400,12695,19733,939.815,0.03,0.03,0.15,0.036,0.008,377
27453,17.99,52.74,11,400,13211,20148,939.64,1.29,1.34,8.87,1.383,0.031,2459
12727,20.647,49.21,1065,550,12835,19469,938.95,1.83,1.9,12.61,1.966,0.044,12727
10941,5.653,51.4,963,640,12799,19487,939.058,2.15,2.24,14.81,2.31,0.052,10941
33219,20.85,50.5,311,400,13105,19950,939.416,0.27,0.28,1.88,0.293,0.007,8225
16592,13.059,47.96,1168,426,12870,19437,938.754,1.82,1.89,12.54,1.955,0.044,16592
40664,26.71,48.57,1199,425,12875,19436,938.815,1.99,2.07,13.72,2.14,0.048,15670
47713,24.82,52.27,1383,413,12969,19389,938.762,2.55,2.65,17.56,2.738,0.062,22719
15367,12.318,49.4,1147,433,12878,19447,938.822,1.82,1.89,12.51,1.951,0.044,15367
37854,26.99,47.24,1048,543,12838,19471,938.915,2.04,2.12,14.06,2.192,0.05,12860
24583,1.77,53.12,1329,414,12989,19387,938.787,1.72,1.79,11.83,1.846,0.042,24583
43751,25.06,51.3,1231,426,12911,19416,938.697,1.5,1.56,10.32,1.61,0.036,18757
20849,5.459,47.18,1287,400,12955,19402,938.701,1.82,1.89,12.55,1.957,0.044,20849
41435,25.67,53.74,1099,400,12895,19451,938.755,1.66,1.72,11.43,1.782,0.04,16441
45412,26.88,47.84,1256,400,12955,19419,938.768,2.11,2.19,14.51,2.262,0.051,20418
36246,26.56,47.86,1025,633,12802,19472,939.098,2.32,2.41,15.98,2.492,0.056,11252
49428,26.69,48.55,1260,401,12992,19414,938.814,2.08,2.17,14.35,2.238,0.051,24434
45249,25.09,50.59,1396,438,12922,19389,938.735,1.63,1.69,11.2,1.746,0.039,20255
45408,26.77,48.23,1251,400,12951,19413,938.753,1.96,2.04,13.49,2.104,0.048,20414
33130,18.41,56.18,327,400,13100,19943,939.372,0.21,0.22,1.45,0.226,0.005,8136
2662,15.688,48.31,75,400,13199,20103,939.65,1.0,1.04,6.9,1.075,0.024,2662
35530,25.84,49.41,921,671,12784,19500,939.098,2.31,2.4,15.9,2.48,0.056,10536
12687,20.564,46.96,1080,554,12828,19464,938.961,1.98,2.06,13.65,2.128,0.048,12687
51091,31.54,18.75,0,753,13140,20968,930.896,1.03,1.07,7.12,1.11,0.025,1103
57447,18.192,46.67,69,400,12832,20712,937.488,2.0,2.08,13.77,2.147,0.049,561
23042,-21.948,53.47,1287,400,12991,19408,938.701,1.85,1.92,12.73,1.985,0.045,23042
8256,-4.455,56.56,310,400,13103,19938,939.421,0.34,0.36,2.36,0.368,0.008,8256
26232,14.25,56.13,22,400,13071,19941,939.74,0.41,0.43,2.85,0.444,0.01,1238
9944,-3.212,50.62,696,728,12767,19556,939.144,2.2,2.29,15.14,2.361,0.053,9944
62561,6.085,14.71,722,400,13724,20491,936.67,0.63,0.66,4.37,0.682,0.015,5675
39929,24.51,53.38,1105,444,12867,19456,938.814,1.93,2.01,13.3,2.074,0.047,14935
22885,-21.515,47.8,1346,408,12971,19391,938.735,1.79,1.86,12.34,1.924,0.043,22885
49963,26.47,49.69,1320,422,12992,19395,938.877,1.84,1.92,12.69,1.979,0.045,24969
32943,20.92,49.96,299,400,13113,19969,939.396,0.2,0.21,1.38,0.215,0.005,7949
48033,24.34,54.19,1350,410,12972,19385,938.718,1.8,1.87,12.39,1.932,0.044,23039
45561,24.62,52.44,1118,400,12984,19446,938.729,2.03,2.11,14.0,2.183,0.049,20567
52469,26.23,46.62,62,400,12786,20670,937.471,2.04,2.12,14.02,2.186,0.049,1327
15181,12.687,53.56,1038,409,12886,19472,938.807,2.17,2.25,14.92,2.327,0.053,15181
39768,26.85,47.94,1122,456,12867,19450,938.853,2.05,2.13,14.12,2.202,0.05,14774
39287,26.84,47.95,1136,474,12854,19447,938.902,2.29,2.38,15.77,2.46,0.056,14293
25380,11.4,55.98,23,400,12698,19737,939.843,0.05,0.07,0.31,0.071,0.015,386
31600,20.95,51.83,193,400,13157,20071,939.592,0.75,0.78,5.17,0.806,0.018,6606
14705,14.316,50.38,1082,449,12864,19453,938.887,1.48,1.54,10.21,1.593,0.036,14705
53445,27.09,48.32,125,400,12806,20599,937.336,1.91,1.98,13.11,2.045,0.046,2303
45133,24.89,52.19,1210,400,12959,19424,938.744,1.6,1.66,11.01,1.717,0.039,20139
17659,16.821,47.74,1159,404,12900,19435,938.72,1.86,1.93,12.78,1.993,0.045,17659
13734,18.941,53.04,1164,517,12844,19439,938.885,1.79,1.86,12.32,1.921,0.043,13734
56149,51.48,23.86,60000,13229,11214,16355,936.885,7833.29,9261.67,51091.36,9750.441,1280.133,5007
23699,-18.793,54.27,1366,404,12977,19395,938.694,1.79,1.86,12.31,1.92,0.043,23699
33114,19.81,49.76,329,400,13094,19926,939.364,0.39,0.4,2.67,0.416,0.009,8120
40396,24.83,52.26,1138,440,12871,19448,938.813,1.89,1.96,12.99,2.025,0.046,15402
17399,15.735,53.73,1187,406,12899,19432,938.726,1.66,1.72,11.41,1.779,0.04,17399
52139,28.97,41.23,73,400,12792,20678,937.538,2.17,2.25,14.92,2.326,0.053,997
18124,18.766,51.3,1132,400,12919,19449,938.701,1.96,2.04,13.51,2.106,0.048,18124
20717,7.524,47.1,1053,400,13000,19462,938.703,2.46,2.56,16.93,2.639,0.06,20717
4756,-7.08,48.68,43,400,13251,20173,939.682,2.34,2.43,16.12,2.514,0.057,4756
20914,4.416,49.64,1404,437,12937,19387,938.701,1.99,2.07,13.71,2.139,0.048,20914
62317,-19.496,11.58,6477,400,13356,19599,936.675,0.57,0.59,3.91,0.61,0.014,5431
25063,13.45,50.92,7,407,12536,19630,939.771,0.1,0.36,0.03,0.419,0.256,69
10069,-2.461,51.27,1015,770,12744,19473,939.133,2.36,2.46,16.27,2.537,0.057,10069
17271,15.232,53.31,1149,411,12897,19436,938.782,1.46,1.51,10.03,1.565,0.035,17271
62500,-3.324,13.7,1373,400,13663,20323,936.685,0.71,0.74,4.91,0.766,0.017,5614
9026,-5.235,56.08,377,400,13050,19892,939.268,0.46,0.48,3.2,0.498,0.011,9026
58990,-5.232,46.84,129,410,12786,20592,937.363,1.64,1.7,11.29,1.761,0.04,2104
4355,-4.005,49.4,121,400,13217,20098,939.649,2.24,2.33,15.43,2.406,0.054,4355
40658,26.32,51.13,1143,410,12882,19452,938.808,2.07,2.15,14.22,2.217,0.05,15664
28244,21.43,61.87,106,400,13240,20110,939.683,2.63,2.73,18.09,2.82,0.064,3250
31500,21.54,49.06,193,400,13158,20073,939.589,0.7,0.73,4.85,0.756,0.017,6506
11297,9.635,49.54,956,609,12808,19485,939.063,2.11,2.2,14.56,2.27,0.051,11297
36071,26.47,48.07,1023,646,12798,19471,939.1,2.3,2.39,15.86,2.473,0.056,11077
26549,18.2,48.87,6,400,13123,20020,939.666,0.59,0.61,4.07,0.635,0.014,1555
9972,-3.056,57.36,799,728,12767,19536,939.134,2.62,2.72,18.03,2.811,0.063,9972
13803,18.641,51.68,1011,478,12864,19470,938.895,2.08,2.16,14.32,2.232,0.05,13803
45720,26.99,46.69,1084,400,12993,19455,938.707,2.58,2.68,17.77,2.771,0.063,20726
48012,24.86,52.06,1329,411,12964,19387,938.728,1.94,2.02,13.36,2.084,0.047,23018
37374,26.94,47.22,1071,561,12826,19455,938.97,1.88,1.96,12.96,2.021,0.046,12380
56846,44.88,16.78,683,400,13707,20506,936.688,0.77,0.8,5.29,0.825,0.019,5704
20698,7.814,52.7,1074,400,13000,19470,938.717,2.6,2.7,17.89,2.789,0.063,20698
40996,24.79,52.4,1174,407,12882,19438,938.761,1.64,1.7,11.26,1.756,0.04,16002
23999,-14.178,54.31,1389,409,12977,19380,938.748,1.62,1.69,11.18,1.743,0.039,23999
28438,22.33,53.97,295,400,13136,19918,939.686,1.72,1.79,11.86,1.85,0.042,3444
29460,22.42,47.84,60,400,13254,20159,939.664,2.52,2.62,17.36,2.706,0.061,4466
14566,14.942,52.61,1136,473,12862,19443,938.901,2.05,2.13,14.14,2.205,0.05,14566
37979,27.06,47.05,1021,529,12838,19472,938.924,1.75,1.82,12.06,1.88,0.042,12985
22837,-21.304,51.61,1396,414,12964,19383,938.724,2.14,2.22,14.71,2.294,0.052,22837
48639,26.27,51.09,1316,400,12985,19398,938.715,1.79,1.86,12.32,1.921,0.043,23645
56643,54.76,12.05,2576,400,13552,20017,936.683,0.85,0.88,5.83,0.908,0.021,5501
58100,-9.108,47.05,76,400,12788,20659,937.506,2.07,2.15,14.25,2.223,0.05,1214
42242,27.11,47.32,1153,401,12902,19443,938.806,1.49,1.55,10.24,1.596,0.036,17248
2608,16.316,47.58,54,400,13199,20116,939.657,1.05,1.09,7.21,1.125,0.025,2608
27904,21.14,45.49,144,400,13161,20023,939.633,1.25,1.3,8.62,1.343,0.03,2910
42796,24.79,52.52,1136,415,12903,19442,938.712,2.03,2.11,14.0,2.183,0.049,17802
33048,20.87,50.26,308,400,13112,19955,939.395,0.25,0.26,1.72,0.268,0.006,8054
53654,28.91,41.86,150,422,12773,20563,937.318,1.91,1.98,13.12,2.045,0.046,2512
35720,26.27,48.37,979,668,12795,19503,939.068,2.2,2.28,15.13,2.36,0.053,10726
61252,20.793,26.72,12903,480,12769,19138,936.92,0.81,0.84,5.55,0.866,0.02,4366
32812,20.39,52.91,279,400,13127,19988,939.399,0.3,0.32,2.1,0.327,0.007,7818
52954,25.93,47.5,156,430,12772,20563,937.406,2.19,2.27,15.05,2.347,0.053,1812
41612,24.48,53.66,1201,403,12884,19442,938.772,1.71,1.78,11.79,1.838,0.042,16618
3058,10.878,51.79,165,400,13162,20008,939.675,0.87,0.9,5.96,0.93,0.021,3058
24849,12.496,49.67,1344,417,12983,19387,938.829,1.82,1.89,12.53,1.954,0.044,24849
10145,-1.938,56.4,917,724,12768,19501,939.096,2.37,2.46,16.32,2.544,0.057,10145
19215,20.643,48.2,1214,400,12925,19428,938.677,1.85,1.92,12.71,1.983,0.045,19215
11892,15.801,48.17,1080,592,12815,19457,939.035,2.03,2.1,13.94,2.174,0.049,11892
1826,23.955,54.62,24,400,13143,20027,939.631,0.7,0.73,4.85,0.757,0.017,1826
2972,11.944,45.2,164,400,13150,20009,939.642,0.92,0.96,6.36,0.993,0.022,2972
57041,26.339,39.65,41,418,12849,20745,937.577,2.42,2.51,16.64,2.595,0.059,155
33361,18.34,56.67,340,400,13098,19935,939.355,0.24,0.25,1.62,0.253,0.006,8367
40308,26.85,47.94,1078,433,12877,19457,938.856,1.68,1.75,11.58,1.805,0.041,15314
41969,24.49,53.55,1136,403,12895,19441,938.778,1.71,1.77,11.75,1.832,0.041,16975
52892,26.0,47.27,96,414,12780,20629,937.392,1.76,1.83,12.09,1.886,0.043,1750
44553,24.41,53.98,1239,407,12923,19420,938.705,1.78,1.85,12.22,1.906,0.043,19559
38209,26.9,47.64,1157,530,12838,19448,938.883,2.24,2.33,15.44,2.407,0.054,13215
41487,24.55,53.39,1182,408,12881,19433,938.761,1.79,1.86,12.33,1.923,0.043,16493
57210,26.358,45.05,22,400,12850,20754,937.569,2.02,2.1,13.89,2.166,0.049,324
45011,24.98,51.51,1226,414,12926,19421,938.733,1.5,1.56,10.35,1.614,0.036,20017
58104,-9.134,47.3,81,400,12783,20652,937.498,1.86,1.93,12.77,1.992,0.045,1218
58122,-9.224,41.53,71,400,12786,20655,937.496,2.24,2.32,15.4,2.401,0.054,1236
58947,-5.216,48.22,161,423,12778,20561,937.358,1.95,2.02,13.4,2.089,0.047,2061
44878,26.99,47.7,1193,400,12928,19433,938.735,1.55,1.61,10.67,1.664,0.038,19884
24592,2.095,53.92,1348,411,12984,19390,938.805,2.06,2.14,14.16,2.208,0.05,24592
32450,19.49,50.07,282,400,13110,19977,939.505,0.43,0.45,2.96,0.462,0.01,7456
18032,18.4,47.99,1210,421,12898,19436,938.729,2.08,2.16,14.3,2.23,0.05,18032
34201,20.57,54.03,408,400,12954,19856,939.209,0.54,0.56,3.71,0.578,0.013,9207
34817,24.34,51.68,720,934,12661,19558,939.152,2.36,2.45,16.26,2.535,0.057,9823
50882,37.69,14.73,0,1089,13005,20804,930.916,0.87,0.9,5.99,0.934,0.021,894
37819,24.68,52.43,1055,543,12835,19466,938.922,2.13,2.22,14.69,2.29,0.052,12825
3489,5.512,56.49,300,400,13127,19914,939.68,1.28,1.32,8.78,1.369,0.031,3489
50825,38.54,14.34,105,1449,12818,20492,930.903,2.06,2.14,14.2,2.214,0.05,837
13722,18.992,52.07,1168,519,12842,19432,938.877,1.98,2.06,13.65,2.129,0.048,13722
47209,26.75,48.42,1348,400,12969,19395,938.689,1.94,2.01,13.33,2.078,0.047,22215
9392,-5.035,58.86,618,550,12868,19635,939.189,2.39,2.48,16.45,2.566,0.058,9392
36461,25.99,51.35,979,600,12817,19474,939.089,2.32,2.41,15.99,2.493,0.056,11467
31859,21.28,49.55,216,400,13147,20052,939.61,0.47,0.49,3.22,0.502,0.011,6865
8515,-4.787,50.64,350,400,13083,19910,939.343,0.3,0.31,2.04,0.318,0.007,8515
52407,26.32,46.37,71,400,12788,20664,937.457,1.8,1.87,12.38,1.931,0.044,1265
31582,18.92,55.34,199,400,13151,20066,939.602,0.59,0.62,4.08,0.636,0.014,6588
23025,-21.921,53.29,1377,419,12962,19380,938.7,1.9,1.97,13.06,2.036,0.046,23025
42968,25.26,49.66,1208,412,12899,19426,938.714,1.55,1.61,10.66,1.662,0.038,17974
58114,-9.19,43.27,66,400,12796,20667,937.494,2.03,2.11,13.97,2.178,0.049,1228
61016,18.159,46.41,4856,400,13158,19645,936.908,0.46,0.48,3.16,0.492,0.011,4130
40607,26.84,48.1,1149,413,12881,19444,938.808,1.66,1.72,11.42,1.781,0.04,15613
48219,26.32,51.09,1310,400,12984,19403,938.717,1.74,1.8,11.94,1.862,0.042,23225
19407,20.205,47.52,1228,401,12923,19426,938.654,1.86,1.93,12.79,1.995,0.045,19407
16105,12.179,47.35,1151,400,12884,19446,938.754,1.89,1.96,13.02,2.03,0.046,16105
50357,38.0,18.19,1241,17930,11639,19147,930.917,26.14,27.16,179.91,28.055,0.634,369
42572,24.45,53.77,1145,412,12893,19443,938.741,1.65,1.71,11.36,1.771,0.04,17578
1782,24.276,48.93,29,400,13135,20023,939.614,0.71,0.74,4.91,0.766,0.017,1782
47158,26.95,47.82,1364,404,12960,19386,938.712,2.29,2.38,15.8,2.463,0.056,22164
50779,39.5,13.85,139,1470,12823,20439,930.88,1.09,1.14,7.52,1.173,0.026,791
37546,26.74,47.97,1118,558,12831,19457,938.971,2.09,2.17,14.38,2.242,0.051,12552
60051,18.77,42.49,199,431,12774,20529,937.365,1.68,1.75,11.58,1.805,0.041,3165
135,21.835,50.04,10,426,12559,19649,939.796,0.0,0.0,0.0,0.005,0.003,135
24622,3.198,48.05,1279,404,12991,19404,938.8,2.3,2.39,15.86,2.472,0.056,24622
13083,20.785,51.7,1009,512,12850,19481,938.908,2.25,2.34,15.49,2.416,0.055,13083
32583,18.37,56.32,279,400,13118,19991,939.445,0.31,0.32,2.11,0.33,0.007,7589
6416,-7.328,55.67,190,400,13153,20067,939.625,0.77,0.8,5.31,0.828,0.019,6416
38335,27.04,47.17,1115,522,12841,19454,938.889,1.83,1.9,12.58,1.961,0.044,13341
52990,28.84,41.24,139,400,12784,20579,937.439,1.55,1.62,10.7,1.668,0.038,1848
15526,12.116,52.8,1164,431,12870,19438,938.82,1.9,1.97,13.08,2.04,0.046,15526
16478,12.794,51.51,1132,406,12884,19435,938.736,1.89,1.96,13.0,2.028,0.046,16478
2025,22.335,47.42,43,400,13137,20012,939.633,0.79,0.82,5.44,0.848,0.019,2025
13079,20.789,53.33,1101,534,12833,19459,938.909,2.14,2.22,14.7,2.292,0.052,13079
20517,10.477,53.3,1086,400,12988,19449,938.751,2.02,2.09,13.87,2.163,0.049,20517
29512,22.29,48.15,53,400,13249,20160,939.648,1.99,2.07,13.71,2.139,0.048,4518
51274,26.98,44.79,52,417,12854,20736,937.579,2.22,2.3,15.26,2.38,0.054,132
9953,-3.163,53.98,774,757,12756,19539,939.118,2.45,2.54,16.84,2.626,0.059,9953
11979,16.57,51.49,1117,606,12814,19454,939.042,1.75,1.81,12.02,1.874,0.042,11979
38108,25.27,49.15,1203,558,12821,19426,938.89,2.5,2.6,17.2,2.682,0.061,13114
54091,25.98,48.39,178,428,12770,20540,937.387,1.61,1.68,11.11,1.733,0.039,2949
20262,13.827,52.93,1300,419,12925,19396,938.734,1.59,1.65,10.92,1.703,0.038,20262
12297,18.926,53.18,1034,578,12819,19471,938.998,1.78,1.85,12.25,1.91,0.043,12297
36620,24.43,52.79,1084,617,12806,19461,939.067,1.63,1.7,11.23,1.751,0.04,11626
45177,26.98,46.54,894,400,13018,19507,938.744,2.12,2.21,14.62,2.28,0.052,20183
43186,26.8,48.49,1164,401,12915,19444,938.696,1.48,1.54,10.18,1.588,0.036,18192
61254,20.794,25.59,13533,534,12742,19096,936.911,0.8,0.83,5.51,0.859,0.019,4368
34591,21.32,60.39,693,689,12789,19566,939.166,2.52,2.62,17.37,2.709,0.061,9597
23341,-21.584,54.35,1300,400,12986,19407,938.711,1.6,1.67,11.03,1.721,0.039,23341
10798,4.094,53.37,981,664,12786,19483,939.061,2.22,2.3,15.26,2.38,0.054,10798
24370,-5.197,49.06,1295,400,13000,19410,938.794,1.79,1.86,12.29,1.916,0.043,24370
47341,26.96,47.65,1329,400,12971,19402,938.75,1.98,2.06,13.63,2.125,0.048,22347
57699,4.91,41.5,74,412,12781,20681,937.554,2.05,2.12,14.08,2.195,0.05,813
30544,21.04,48.61,43,400,13248,20216,939.728,2.61,2.71,17.97,2.803,0.063,5550
54726,28.22,38.38,0,400,13286,21261,937.459,1.77,1.84,12.22,1.905,0.043,3584
21109,1.218,53.32,1396,416,12946,19376,938.702,2.0,2.08,13.76,2.145,0.048,21109
28275,19.95,61.95,202,400,13180,20013,939.694,2.16,2.24,14.85,2.315,0.052,3281
32998,20.92,50.01,297,400,13112,19959,939.392,0.36,0.37,2.46,0.383,0.009,8004
13486,19.886,52.52,1147,509,12843,19442,938.883,2.26,2.35,15.54,2.424,0.055,13486
22640,-20.088,48.03,1302,400,12969,19400,938.742,1.98,2.06,13.64,2.126,0.048,22640
15144,12.779,47.26,1051,425,12874,19461,938.823,1.95,2.02,13.4,2.089,0.047,15144
51836,29.01,41.24,75,435,12791,20687,937.521,2.54,2.64,17.47,2.725,0.062,694
5397,-9.238,54.97,20,400,13255,20217,939.736,2.43,2.52,16.72,2.607,0.059,5397
54970,27.34,39.11,0,400,13414,21377,937.412,1.52,1.58,10.44,1.629,0.037,3828
14122,17.124,47.27,1051,472,12861,19465,938.898,1.97,2.05,13.57,2.116,0.048,14122
18513,20.073,48.9,1251,418,12902,19415,938.742,1.69,1.75,11.6,1.809,0.041,18513
22795,-21.092,53.99,1385,413,12964,19383,938.723,1.78,1.85,12.28,1.914,0.043,22795
32572,18.69,54.58,290,400,13114,19979,939.469,0.23,0.24,1.57,0.245,0.006,7578
35219,24.92,52.47,885,692,12782,19509,939.079,2.17,2.25,14.9,2.324,0.052,10225
61177,20.449,28.23,3649,400,13085,19727,936.877,0.69,0.72,4.75,0.741,0.017,4291
32663,20.92,50.14,269,400,13124,19988,939.421,0.48,0.5,3.29,0.512,0.012,7669
19444,20.084,51.45,1184,400,12932,19438,938.672,1.58,1.64,10.86,1.693,0.038,19444
2041,22.193,51.31,55,400,13126,19996,939.641,0.9,0.93,6.18,0.964,0.022,2041
35003,23.41,51.44,906,748,12751,19498,939.129,2.33,2.42,16.04,2.502,0.057,10009
46123,26.56,49.18,1312,400,12955,19396,938.686,2.02,2.1,13.94,2.173,0.049,21129
34656,21.42,60.46,910,964,12638,19505,939.145,2.43,2.52,16.71,2.606,0.059,9662
37922,27.11,46.91,1007,528,12839,19473,938.901,1.75,1.82,12.06,1.88,0.042,12928
15783,11.997,51.94,1076,400,12890,19454,938.806,2.02,2.1,13.9,2.168,0.049,15783
43382,27.11,47.35,1231,401,12913,19425,938.721,1.91,1.99,13.17,2.053,0.046,18388
10444,0.534,55.06,988,692,12778,19488,939.102,2.28,2.37,15.72,2.452,0.055,10444
20028,16.369,53.41,1226,415,12925,19431,938.737,1.4,1.45,9.62,1.501,0.034,20028
52966,27.61,46.99,128,400,12794,20590,937.427,2.13,2.22,14.68,2.289,0.052,1824
36171,25.51,53.38,1007,623,12810,19484,939.077,2.3,2.39,15.85,2.472,0.056,11177
16989,14.218,49.01,1132,400,12894,19454,938.786,1.74,1.81,11.98,1.867,0.042,16989
39499,24.75,52.47,1138,477,12856,19441,938.913,1.91,1.98,13.12,2.046,0.046,14505
3972,-0.154,48.65,127,400,13230,20085,939.637,2.11,2.19,14.54,2.267,0.051,3972
31409,18.96,55.63,194,400,13153,20073,939.641,0.78,0.81,5.36,0.835,0.019,6415
10512,1.174,55.36,979,700,12777,19485,939.109,2.02,2.1,13.93,2.173,0.049,10512
14265,16.41,52.5,1115,488,12851,19441,938.893,1.81,1.88,12.45,1.942,0.044,14265
